particle_grade,medium,time_min,pct_dissolved
Nano (D50=1μm),PBS (pH 7.4),13.44,100.0
Nano (D50=1μm),PBS (pH 7.4),13.65,100.0
Nano (D50=1μm),PBS (pH 7.4),13.85,100.0
Nano (D50=1μm),PBS (pH 7.4),14.05,100.0
Nano (D50=1μm),PBS (pH 7.4),14.25,100.0
Nano (D50=1μm),PBS (pH 7.4),14.45,100.0
Nano (D50=1μm),PBS (pH 7.4),14.65,100.0
Nano (D50=1μm),PBS (pH 7.4),14.85,100.0
Nano (D50=1μm),PBS (pH 7.4),15.05,100.0
Nano (D50=1μm),PBS (pH 7.4),15.25,100.0
Nano (D50=1μm),PBS (pH 7.4),15.45,100.0
Nano (D50=1μm),PBS (pH 7.4),15.65,100.0
Nano (D50=1μm),PBS (pH 7.4),15.85,100.0
Nano (D50=1μm),PBS (pH 7.4),16.05,100.0
Nano (D50=1μm),PBS (pH 7.4),16.25,100.0
Nano (D50=1μm),PBS (pH 7.4),16.45,100.0
Nano (D50=1μm),PBS (pH 7.4),16.66,100.0
Nano (D50=1μm),PBS (pH 7.4),16.86,100.0
Nano (D50=1μm),PBS (pH 7.4),17.06,100.0
Nano (D50=1μm),PBS (pH 7.4),17.26,100.0
Nano (D50=1μm),PBS (pH 7.4),17.46,100.0
Nano (D50=1μm),PBS (pH 7.4),17.66,100.0
Nano (D50=1μm),PBS (pH 7.4),17.86,100.0
Nano (D50=1μm),PBS (pH 7.4),18.06,100.0
Nano (D50=1μm),PBS (pH 7.4),18.26,100.0
Nano (D50=1μm),PBS (pH 7.4),18.46,100.0
Nano (D50=1μm),PBS (pH 7.4),18.66,100.0
Nano (D50=1μm),PBS (pH 7.4),18.86,100.0
Nano (D50=1μm),PBS (pH 7.4),19.06,100.0
Nano (D50=1μm),PBS (pH 7.4),19.26,100.0
Nano (D50=1μm),PBS (pH 7.4),19.46,100.0
Nano (D50=1μm),PBS (pH 7.4),19.67,100.0
Nano (D50=1μm),PBS (pH 7.4),19.87,100.0
Nano (D50=1μm),PBS (pH 7.4),20.07,100.0
Nano (D50=1μm),PBS (pH 7.4),20.27,100.0
Nano (D50=1μm),PBS (pH 7.4),20.47,100.0
Nano (D50=1μm),PBS (pH 7.4),20.67,100.0
Nano (D50=1μm),PBS (pH 7.4),20.87,100.0
Nano (D50=1μm),PBS (pH 7.4),21.07,100.0
Nano (D50=1μm),PBS (pH 7.4),21.27,100.0
Nano (D50=1μm),PBS (pH 7.4),21.47,100.0
Nano (D50=1μm),PBS (pH 7.4),21.67,100.0
Nano (D50=1μm),PBS (pH 7.4),21.87,100.0
Nano (D50=1μm),PBS (pH 7.4),22.07,100.0
Nano (D50=1μm),PBS (pH 7.4),22.27,100.0
Nano (D50=1μm),PBS (pH 7.4),22.47,100.0
Nano (D50=1μm),PBS (pH 7.4),22.68,100.0
Nano (D50=1μm),PBS (pH 7.4),22.88,100.0
Nano (D50=1μm),PBS (pH 7.4),23.08,100.0
Nano (D50=1μm),PBS (pH 7.4),23.28,100.0
Nano (D50=1μm),PBS (pH 7.4),23.48,100.0
Nano (D50=1μm),PBS (pH 7.4),23.68,100.0
Nano (D50=1μm),PBS (pH 7.4),23.88,100.0
Nano (D50=1μm),PBS (pH 7.4),24.08,100.0
Nano (D50=1μm),PBS (pH 7.4),24.28,100.0
Nano (D50=1μm),PBS (pH 7.4),24.48,100.0
Nano (D50=1μm),PBS (pH 7.4),24.68,100.0
Nano (D50=1μm),PBS (pH 7.4),24.88,100.0
Nano (D50=1μm),PBS (pH 7.4),25.08,100.0
Nano (D50=1μm),PBS (pH 7.4),25.28,100.0
Nano (D50=1μm),PBS (pH 7.4),25.48,100.0
Nano (D50=1μm),PBS (pH 7.4),25.69,100.0
Nano (D50=1μm),PBS (pH 7.4),25.89,100.0
Nano (D50=1μm),PBS (pH 7.4),26.09,100.0
Nano (D50=1μm),PBS (pH 7.4),26.29,100.0
Nano (D50=1μm),PBS (pH 7.4),26.49,100.0
Nano (D50=1μm),PBS (pH 7.4),26.69,100.0
Nano (D50=1μm),PBS (pH 7.4),26.89,100.0
Nano (D50=1μm),PBS (pH 7.4),27.09,100.0
Nano (D50=1μm),PBS (pH 7.4),27.29,100.0
Nano (D50=1μm),PBS (pH 7.4),27.49,100.0
Nano (D50=1μm),PBS (pH 7.4),27.69,100.0
Nano (D50=1μm),PBS (pH 7.4),27.89,100.0
Nano (D50=1μm),PBS (pH 7.4),28.09,100.0
Nano (D50=1μm),PBS (pH 7.4),28.29,100.0
Nano (D50=1μm),PBS (pH 7.4),28.49,100.0
Nano (D50=1μm),PBS (pH 7.4),28.7,100.0
Nano (D50=1μm),PBS (pH 7.4),28.9,100.0
Nano (D50=1μm),PBS (pH 7.4),29.1,100.0
Nano (D50=1μm),PBS (pH 7.4),29.3,100.0
Nano (D50=1μm),PBS (pH 7.4),29.5,100.0
Nano (D50=1μm),PBS (pH 7.4),29.7,100.0
Nano (D50=1μm),PBS (pH 7.4),29.9,100.0
Nano (D50=1μm),PBS (pH 7.4),30.1,100.0
Nano (D50=1μm),PBS (pH 7.4),30.3,100.0
Nano (D50=1μm),PBS (pH 7.4),30.5,100.0
Nano (D50=1μm),PBS (pH 7.4),30.7,100.0
Nano (D50=1μm),PBS (pH 7.4),30.9,100.0
Nano (D50=1μm),PBS (pH 7.4),31.1,100.0
Nano (D50=1μm),PBS (pH 7.4),31.3,100.0
Nano (D50=1μm),PBS (pH 7.4),31.51,100.0
Nano (D50=1μm),PBS (pH 7.4),31.71,100.0
Nano (D50=1μm),PBS (pH 7.4),31.91,100.0
Nano (D50=1μm),PBS (pH 7.4),32.11,100.0
Nano (D50=1μm),PBS (pH 7.4),32.31,100.0
Nano (D50=1μm),PBS (pH 7.4),32.51,100.0
Nano (D50=1μm),PBS (pH 7.4),32.71,100.0
Nano (D50=1μm),PBS (pH 7.4),32.91,100.0
Nano (D50=1μm),PBS (pH 7.4),33.11,100.0
Nano (D50=1μm),PBS (pH 7.4),33.31,100.0
Nano (D50=1μm),PBS (pH 7.4),33.51,100.0
Nano (D50=1μm),PBS (pH 7.4),33.71,100.0
Nano (D50=1μm),PBS (pH 7.4),33.91,100.0
Nano (D50=1μm),PBS (pH 7.4),34.11,100.0
Nano (D50=1μm),PBS (pH 7.4),34.31,100.0
Nano (D50=1μm),PBS (pH 7.4),34.52,100.0
Nano (D50=1μm),PBS (pH 7.4),34.72,100.0
Nano (D50=1μm),PBS (pH 7.4),34.92,100.0
Nano (D50=1μm),PBS (pH 7.4),35.12,100.0
Nano (D50=1μm),PBS (pH 7.4),35.32,100.0
Nano (D50=1μm),PBS (pH 7.4),35.52,100.0
Nano (D50=1μm),PBS (pH 7.4),35.72,100.0
Nano (D50=1μm),PBS (pH 7.4),35.92,100.0
Nano (D50=1μm),PBS (pH 7.4),36.12,100.0
Nano (D50=1μm),PBS (pH 7.4),36.32,100.0
Nano (D50=1μm),PBS (pH 7.4),36.52,100.0
Nano (D50=1μm),PBS (pH 7.4),36.72,100.0
Nano (D50=1μm),PBS (pH 7.4),36.92,100.0
Nano (D50=1μm),PBS (pH 7.4),37.12,100.0
Nano (D50=1μm),PBS (pH 7.4),37.32,100.0
Nano (D50=1μm),PBS (pH 7.4),37.53,100.0
Nano (D50=1μm),PBS (pH 7.4),37.73,100.0
Nano (D50=1μm),PBS (pH 7.4),37.93,100.0
Nano (D50=1μm),PBS (pH 7.4),38.13,100.0
Nano (D50=1μm),PBS (pH 7.4),38.33,100.0
Nano (D50=1μm),PBS (pH 7.4),38.53,100.0
Nano (D50=1μm),PBS (pH 7.4),38.73,100.0
Nano (D50=1μm),PBS (pH 7.4),38.93,100.0
Nano (D50=1μm),PBS (pH 7.4),39.13,100.0
Nano (D50=1μm),PBS (pH 7.4),39.33,100.0
Nano (D50=1μm),PBS (pH 7.4),39.53,100.0
Nano (D50=1μm),PBS (pH 7.4),39.73,100.0
Nano (D50=1μm),PBS (pH 7.4),39.93,100.0
Nano (D50=1μm),PBS (pH 7.4),40.13,100.0
Nano (D50=1μm),PBS (pH 7.4),40.33,100.0
Nano (D50=1μm),PBS (pH 7.4),40.54,100.0
Nano (D50=1μm),PBS (pH 7.4),40.74,100.0
Nano (D50=1μm),PBS (pH 7.4),40.94,100.0
Nano (D50=1μm),PBS (pH 7.4),41.14,100.0
Nano (D50=1μm),PBS (pH 7.4),41.34,100.0
Nano (D50=1μm),PBS (pH 7.4),41.54,100.0
Nano (D50=1μm),PBS (pH 7.4),41.74,100.0
Nano (D50=1μm),PBS (pH 7.4),41.94,100.0
Nano (D50=1μm),PBS (pH 7.4),42.14,100.0
Nano (D50=1μm),PBS (pH 7.4),42.34,100.0
Nano (D50=1μm),PBS (pH 7.4),42.54,100.0
Nano (D50=1μm),PBS (pH 7.4),42.74,100.0
Nano (D50=1μm),PBS (pH 7.4),42.94,100.0
Nano (D50=1μm),PBS (pH 7.4),43.14,100.0
Nano (D50=1μm),PBS (pH 7.4),43.34,100.0
Nano (D50=1μm),PBS (pH 7.4),43.55,100.0
Nano (D50=1μm),PBS (pH 7.4),43.75,100.0
Nano (D50=1μm),PBS (pH 7.4),43.95,100.0
Nano (D50=1μm),PBS (pH 7.4),44.15,100.0
Nano (D50=1μm),PBS (pH 7.4),44.35,100.0
Nano (D50=1μm),PBS (pH 7.4),44.55,100.0
Nano (D50=1μm),PBS (pH 7.4),44.75,100.0
Nano (D50=1μm),PBS (pH 7.4),44.95,100.0
Nano (D50=1μm),PBS (pH 7.4),45.15,100.0
Nano (D50=1μm),PBS (pH 7.4),45.35,100.0
Nano (D50=1μm),PBS (pH 7.4),45.55,100.0
Nano (D50=1μm),PBS (pH 7.4),45.75,100.0
Nano (D50=1μm),PBS (pH 7.4),45.95,100.0
Nano (D50=1μm),PBS (pH 7.4),46.15,100.0
Nano (D50=1μm),PBS (pH 7.4),46.35,100.0
Nano (D50=1μm),PBS (pH 7.4),46.56,100.0
Nano (D50=1μm),PBS (pH 7.4),46.76,100.0
Nano (D50=1μm),PBS (pH 7.4),46.96,100.0
Nano (D50=1μm),PBS (pH 7.4),47.16,100.0
Nano (D50=1μm),PBS (pH 7.4),47.36,100.0
Nano (D50=1μm),PBS (pH 7.4),47.56,100.0
Nano (D50=1μm),PBS (pH 7.4),47.76,100.0
Nano (D50=1μm),PBS (pH 7.4),47.96,100.0
Nano (D50=1μm),PBS (pH 7.4),48.16,100.0
Nano (D50=1μm),PBS (pH 7.4),48.36,100.0
Nano (D50=1μm),PBS (pH 7.4),48.56,100.0
Nano (D50=1μm),PBS (pH 7.4),48.76,100.0
Nano (D50=1μm),PBS (pH 7.4),48.96,100.0
Nano (D50=1μm),PBS (pH 7.4),49.16,100.0
Nano (D50=1μm),PBS (pH 7.4),49.36,100.0
Nano (D50=1μm),PBS (pH 7.4),49.57,100.0
Nano (D50=1μm),PBS (pH 7.4),49.77,100.0
Nano (D50=1μm),PBS (pH 7.4),49.97,100.0
Nano (D50=1μm),PBS (pH 7.4),50.17,100.0
Nano (D50=1μm),PBS (pH 7.4),50.37,100.0
Nano (D50=1μm),PBS (pH 7.4),50.57,100.0
Nano (D50=1μm),PBS (pH 7.4),50.77,100.0
Nano (D50=1μm),PBS (pH 7.4),50.97,100.0
Nano (D50=1μm),PBS (pH 7.4),51.17,100.0
Nano (D50=1μm),PBS (pH 7.4),51.37,100.0
Nano (D50=1μm),PBS (pH 7.4),51.57,100.0
Nano (D50=1μm),PBS (pH 7.4),51.77,100.0
Nano (D50=1μm),PBS (pH 7.4),51.97,100.0
Nano (D50=1μm),PBS (pH 7.4),52.17,100.0
Nano (D50=1μm),PBS (pH 7.4),52.37,100.0
Nano (D50=1μm),PBS (pH 7.4),52.58,100.0
Nano (D50=1μm),PBS (pH 7.4),52.78,100.0
Nano (D50=1μm),PBS (pH 7.4),52.98,100.0
Nano (D50=1μm),PBS (pH 7.4),53.18,100.0
Nano (D50=1μm),PBS (pH 7.4),53.38,100.0
Nano (D50=1μm),PBS (pH 7.4),53.58,100.0
Nano (D50=1μm),PBS (pH 7.4),53.78,100.0
Nano (D50=1μm),PBS (pH 7.4),53.98,100.0
Nano (D50=1μm),PBS (pH 7.4),54.18,100.0
Nano (D50=1μm),PBS (pH 7.4),54.38,100.0
Nano (D50=1μm),PBS (pH 7.4),54.58,100.0
Nano (D50=1μm),PBS (pH 7.4),54.78,100.0
Nano (D50=1μm),PBS (pH 7.4),54.98,100.0
Nano (D50=1μm),PBS (pH 7.4),55.18,100.0
Nano (D50=1μm),PBS (pH 7.4),55.38,100.0
Nano (D50=1μm),PBS (pH 7.4),55.59,100.0
Nano (D50=1μm),PBS (pH 7.4),55.79,100.0
Nano (D50=1μm),PBS (pH 7.4),55.99,100.0
Nano (D50=1μm),PBS (pH 7.4),56.19,100.0
Nano (D50=1μm),PBS (pH 7.4),56.39,100.0
Nano (D50=1μm),PBS (pH 7.4),56.59,100.0
Nano (D50=1μm),PBS (pH 7.4),56.79,100.0
Nano (D50=1μm),PBS (pH 7.4),56.99,100.0
Nano (D50=1μm),PBS (pH 7.4),57.19,100.0
Nano (D50=1μm),PBS (pH 7.4),57.39,100.0
Nano (D50=1μm),PBS (pH 7.4),57.59,100.0
Nano (D50=1μm),PBS (pH 7.4),57.79,100.0
Nano (D50=1μm),PBS (pH 7.4),57.99,100.0
Nano (D50=1μm),PBS (pH 7.4),58.19,100.0
Nano (D50=1μm),PBS (pH 7.4),58.39,100.0
Nano (D50=1μm),PBS (pH 7.4),58.6,100.0
Nano (D50=1μm),PBS (pH 7.4),58.8,100.0
Nano (D50=1μm),PBS (pH 7.4),59.0,100.0
Nano (D50=1μm),PBS (pH 7.4),59.2,100.0
Nano (D50=1μm),PBS (pH 7.4),59.4,100.0
Nano (D50=1μm),PBS (pH 7.4),59.6,100.0
Nano (D50=1μm),PBS (pH 7.4),59.8,100.0
Nano (D50=1μm),PBS (pH 7.4),60.0,100.0
